acct_id,agent_id,div_code,division,curr_meter_read_remark,prev_meter_read_remark,prev_bill_basis
308000,PUFGL00814,DIV475813,RDF ,RDF,ASS,
597000,FGLTD03116,DIV475814,IDF ,IDF,ASS,
1718000,FGLTD02312,DIV435731,RDF ,OK,MU,
1867000,FGLTD01968,DIV475812,RDF ,RDF,ASS,
5756000,FGLTD02695,DIV475811,IDF,IDF,ASS,
6008000,PUFGL00363,DIV435722,RDF ,P,PROV,
6647000,FGLTD03289,DIV475814,IDF ,IDF,ASS,
6676000,PUFGL00592,DIV475934,IDF ,IDF,ASS,
7537000,PUFGL00751,DIV475812,RDF ,OK,MU,
9001061,PUFGL00886,DIV475611,RDF ,OK,MU,
9835431,PUFGL00376,DIV435722,RDF ,P,PROV,
9856190,PUFGL00547,DIV475934,RDF ,OK,MU,
10496000,PUFGL00844,DIV475814,IDF,IDF,ASS,
10647000,PUFGL00267,DIV435733,RDF ,P,PROV,
11370103,PUFGL00811,DIV475813,RDF ,OK,MU,
12896000,PUFGL00716,DIV475811,RDF ,P,PROV,
13736000,FGLTD02667,DIV475813,RDF,RDF,ASS,
13791830,PUFGL00782,DIV475812,RDF ,OK,MU,
14336000,FGLTD02147,DIV475614,RDF ,OK,MU,
15308000,PUFGL00844,DIV475814,IDF ,IDF,ASS,
18663572,PUFGL01018,DIV475612,RDF ,OK,MU,
20477000,FGLTD02178,DIV475934,RDF ,RDF,ASS,
20670172,PUFGL01130,DIV475614,RDF ,OK,MU,
21227000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
21647000,PUFGL00802,DIV475813,RDF,RDF,ASS,
22834547,PUFGL00830,DIV475813,RDF,OK,CEIL,
23587000,FGLTD02667,DIV475813,RDF ,RDF,ASS,
24675000,FGLTD02305,DIV475814,IDF,IDF,ASS,
25510249,PUFGL00188,DIV435731,RDF ,RDF,ASS,
25856000,PUFGL01038,DIV475613,RDF ,RDF,ASS,
26537000,PUFGL01060,DIV475613,RDF ,RDF,ASS,
28063683,PUFGL00194,DIV435731,RDF ,RDF,ASS,
28846747,PUFGL01189,DIV475935,RDF ,RDF,ASS,
31677000,PUFGL00202,DIV435731,RDF ,RDF,ASS,
35536000,PUFGL00548,DIV475934,RDF ,RDF,ASS,
35563000,PUFGL00484,DIV475932,RDF ,OK,MU,
36464215,FGLTD01157,DIV475611,RDF ,OK,MU,
36618000,PUFGL01048,DIV475613,IDF ,IDF,ASS,
37465000,FGLTD02540,DIV435731,RDF ,OK,MU,
37776000,PUFGL00849,DIV475814,IDF ,IDF,ASS,
37787000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
39986000,PUFGL00922,DIV475612,RDF ,P,PROV,
41496000,PUFGL00806,DIV475813,RDF ,BR,MU,
41557000,FGLTD03289,DIV475814,IDF ,IDF,ASS,
42346000,FGLTD02460,DIV475932,IDF ,IDF,ASS,
44297000,PUFGL01060,DIV475613,IDF ,IDF,ASS,
44367000,FGLTD03148,DIV435722,RDF ,P,PROV,
46417756,FGLTD02667,DIV475813,RDF ,RDF,ASS,
47127000,FGLTD03287,DIV475813,RDF ,RDF,ASS,
47457886,PUFGL01087,DIV475614,RDF ,OK,MU,
49035478,FGLTD02017,DIV435722,RDF ,OK,MU,
50185945,PUFGL01064,DIV475613,RDF ,OK,MU,
50493619,PUFGL00427,DIV435722,RDF ,OK,MU,
52265000,FGLTD02438,DIV475611,RDF ,OK,MU,
52547000,FGLTD01540,DIV475934,RDF ,RDF,ASS,
53768439,PUFGL00490,DIV475932,RDF ,RDF,ASS,
54372686,FGLTD02718,DIV475613,RDF ,RDF,ASS,
54565000,FGLTD03134,DIV475811,IDF ,IDF,ASS,
56638429,PUFGL00848,DIV475814,RDF ,P,PROV,
57227000,FGLTD02606,DIV475814,IDF ,IDF,ASS,
58617000,PUFGL00875,DIV475611,RDF ,RDF,ASS,
59740835,PUFGL00453,DIV475931,RDF ,OK,MU,
60759292,PUFGL00704,DIV475811,IDF ,IDF,ASS,
61343534,PUFGL00156,DIV435731,RDF ,RDF,ASS,
61707000,PUFGL00257,DIV435733,IDF ,IDF,ASS,
62012112,PUFGL00251,DIV435733,RDF ,P,PROV,
62210934,PUFGL00569,DIV475934,RDF ,RDF,ASS,
63515149,PUFGL00761,DIV475812,RDF ,OK,MU,
63875000,FGLTD02359,DIV475614,RDF ,RDF,ASS,
63967000,FGLTD03101,DIV475932,RDF,RDF,ASS,
64647000,FGLTD02606,DIV475814,IDF ,IDF,ASS,
65116000,PUFGL00562,DIV475934,RDF ,RDF,ASS,
65385000,PUFGL00848,DIV475814,IDF,IDF,ASS,
65520204,PUFGL00334,DIV435721,IDF ,IDF,ASS,
65619805,PUFGL00880,DIV475611,RDF ,RDF,ASS,
67071302,PUFGL00919,DIV475612,RDF ,P,PROV,
67741570,FGLTD02810,DIV475934,RDF ,P,PROV,
69108000,PUFGL00704,DIV475811,IDF,IDF,ASS,
70266000,FGLTD02658,DIV435731,RDF ,OK,MU,
70626000,PUFGL00790,DIV475812,RDF ,OK,MU,
70756000,FGLTD03116,DIV475814,IDF,IDF,ASS,
70984630,PUFGL00826,DIV475813,RDF ,OK,MU,
71236000,FGLTD03287,DIV475813,RDF ,RDF,ASS,
71697000,PUFGL00548,DIV475934,RDF ,RDF,ASS,
72146000,PUFGL00937,DIV475612,RDF,P,PROV,
72435438,PUFGL01008,DIV475612,RDF ,RDF,ASS,
72716416,FGLTD02008,DIV435732,RDF ,OK,MU,
73337000,FGLTD01340,DIV435732,RDF ,OK,MU,
73507000,PUFGL00809,DIV475813,RDF ,OK,MU,
73996000,PUFGL00251,DIV435733,RDF ,RDF,ASS,
74607000,FGLTD02606,DIV475814,IDF ,IDF,ASS,
75802291,FGLTD02798,DIV475611,RDF ,OK,MU,
76065000,PUFGL00565,DIV475934,RDF ,RDF,ASS,
76196000,PUFGL00548,DIV475934,RDF ,RDF,ASS,
76437000,PUFGL00843,DIV475814,IDF ,IDF,ASS,
77296000,PUFGL00764,DIV475812,IDF ,IDF,ASS,
78808000,FGLTD01594,DIV475812,RDF ,P,PROV,
79886000,PUFGL00257,DIV435733,IDF,IDF,ASS,
80156000,PUFGL00515,DIV475932,RDF ,P,PROV,
80165351,FGLTD03214,DIV475612,RDF ,RDF,ASS,
81252026,PUFGL00682,DIV475811,IDF,IDF,ASS,
82290477,FGLTD02986,DIV435732,RDF ,OK,MU,
82365000,PUFGL01024,DIV475612,RDF ,P,PROV,
82593810,PUFGL00790,DIV475812,RDF ,RDF,ASS,
82807000,PUFGL00513,DIV475932,RDF ,OK,MU,
82831751,PUFGL00987,DIV475612,RDF,P,PROV,
83008000,FGLTD02571,DIV435731,RDF ,OK,MU,
83308000,FGLTD02606,DIV475814,IDF ,IDF,ASS,
83914255,PUFGL00246,DIV435733,RDF ,OK,MU,
85236000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
86007000,PUFGL00592,DIV475934,IDF ,IDF,ASS,
88838833,FGLTD02438,DIV475611,RDF ,P,PROV,
89068971,PUFGL00593,DIV475934,IDF ,IDF,ASS,
90375000,PUFGL00751,DIV475812,RDF ,OK,MU,
90796000,FGLTD02778,DIV435722,RDF,OK,NULL,
92866000,FGLTD02611,DIV475812,RDF ,OK,MU,
93277000,FGLTD02944,DIV475812,RDF ,OK,MU,
93687000,PUFGL00865,DIV475611,RDF ,OK,MU,
95536000,PUFGL01100,DIV475614,RDF,P,PROV,
96156000,PUFGL01125,DIV475614,RDF,OK,MU,
97118000,PUFGL00844,DIV475814,IDF ,IDF,ASS,
99344581,FGLTD01582,DIV475613,RDF ,P,PROV,
99497000,PUFGL00848,DIV475814,IDF,IDF,ASS,
99975000,PUFGL01063,DIV475613,RDF ,RDF,ASS,
100475000,FGLTD02246,DIV475932,RDF ,RDF,ASS,
100787000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
100974056,FGLTD01808,DIV475934,RDF ,OK,MU,
101085000,PUFGL00980,DIV475612,RDF ,RDF,ASS,
102247000,PUFGL00393,DIV435722,RDF ,OK,MU,
102375000,FGLTD03120,DIV475813,RDF ,RDF,ASS,
102996000,PUFGL01082,DIV475613,RDF ,RDF,ASS,
104197000,PUFGL01047,DIV475613,RDF ,OK,MU,
105246000,FGLTD02299,DIV475812,IDF,IDF,ASS,
105796000,PUFGL00246,DIV435733,RDF ,OK,MU,
105855000,PUFGL00327,DIV435721,RDF ,OK,MU,
107363000,PUFGL00491,DIV475932,RDF ,RDF,ASS,
108696000,PUFGL00180,DIV435731,RDF,OK,MU,
110275000,PUFGL01042,DIV475613,RDF,RDF,ASS,
111108000,PUFGL00165,DIV435731,RDF ,P,PROV,
111787000,PUFGL00992,DIV475612,RDF ,OK,MU,
111816000,PUFGL00671,DIV475811,RDF ,RDF,ASS,
112146000,FGLTD01661,DIV475814,IDF ,IDF,ASS,
112218000,FGLTD02025,DIV475934,RDF ,RDF,ASS,
112284958,PUFGL00306,DIV435723,RDF ,OK,MU,
112557000,FGLTD03294,DIV475814,IDF ,IDF,ASS,
114387000,PUFGL00811,DIV475813,RDF ,RDF,ASS,
115105404,FGLTD01661,DIV475814,IDF ,IDF,ASS,
115216000,PUFGL01079,DIV475613,RDF ,RDF,ASS,
115666000,PUFGL00230,DIV435733,RDF ,P,PROV,
116116000,PUFGL00751,DIV475812,RDF ,RDF,ASS,
116208000,FGLTD02189,DIV475934,RDF ,RDF,ASS,
118346000,PUFGL01061,DIV475613,RDF ,OK,MU,
119116000,PUFGL00761,DIV475812,RDF ,P,PROV,
119367000,PUFGL00534,DIV475934,RDF ,OK,MU,
123859639,PUFGL00574,DIV475934,RDF,RDF,ASS,
124986000,FGLTD02471,DIV475814,IDF ,IDF,ASS,
126116944,FGLTD01968,DIV475812,IDF ,IDF,ASS,
127556000,PUFGL00531,DIV475934,RDF ,RDF,ASS,
128308000,PUFGL00428,DIV435722,RDF ,P,PROV,
128427000,FGLTD02353,DIV475614,RDF ,OK,MU,
129027000,PUFGL00157,DIV435731,IDF ,IDF,ASS,
129396000,PUFGL01040,DIV475613,RDF ,RDF,ASS,
129665000,PUFGL00607,DIV475934,RDF ,RDF,ASS,
129921219,PUFGL00886,DIV475611,RDF ,OK,MU,
130812048,PUFGL01017,DIV475612,RDF ,P,PROV,
131037000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
134536000,PUFGL00423,DIV435722,RDF ,RDF,ASS,
134680608,PUFGL00117,DIV435732,RDF ,RDF,ASS,
135247000,PUFGL00109,DIV435732,RDF ,RDF,ASS,
135847000,PUFGL00980,DIV475612,RDF ,RDF,ASS,
135858005,FGLTD01582,DIV475613,RDF ,OK,MU,
136190671,PUFGL00140,DIV435732,RDF ,P,PROV,
136976883,FGLTD03319,DIV475935,RDF ,OK,MU,
137958199,PUFGL01082,DIV475613,RDF ,OK,MU,
138015597,PUFGL00871,DIV475611,RDF ,OK,MU,
138437000,PUFGL01135,DIV475614,RDF ,P,PROV,
138476000,FGLTD01968,DIV475812,IDF ,IDF,ASS,
140285162,FGLTD02431,DIV435713,RDF ,P,PROV,
142330277,PUFGL00295,DIV435723,RDF ,RDF,ASS,
143465000,PUFGL00835,DIV475813,RDF ,OK,MU,
144687000,PUFGL00566,DIV475934,RDF ,RDF,ASS,
146966000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
147162078,PUFGL01000,DIV475612,RDF ,OK,MU,
149245603,FGLTD03030,DIV475932,RDF ,RDF,ASS,
149587000,FGLTD02197,DIV435731,RDF ,RDF,ASS,
150037000,FGLTD02239,DIV475935,RDF ,RDF,ASS,
150208000,FGLTD02960,DIV475932,RDF ,RDF,ASS,
150656000,PUFGL00869,DIV475611,RDF ,RDF,ASS,
150697000,PUFGL00522,DIV475934,IDF ,IDF,ASS,
150908000,PUFGL00184,DIV435731,IDF ,IDF,ASS,
151354000,PUFGL00710,DIV475811,RDF ,RDF,ASS,
151536000,FGLTD03099,DIV475932,RDF,P,PROV,
152397000,PUFGL00837,DIV475813,RDF,RDF,ASS,
152412000,FGLTD01837,DIV435712,RDF ,P,PROV,
154066459,PUFGL00843,DIV475814,IDF,IDF,ASS,
154108000,PUFGL00811,DIV475813,RDF ,OK,MU,
154416157,FGLTD01661,DIV475814,IDF ,IDF,ASS,
156463000,FGLTD03030,DIV475932,RDF,RDF,ASS,
157366418,PUFGL00617,DIV475935,RDF ,OK,MU,
157620869,PUFGL00699,DIV475811,IDF,IDF,ASS,
157718000,FGLTD01188,DIV475813,RDF ,OK,MU,
158376000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
158656000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
158670255,PUFGL00629,DIV475935,RDF ,OK,MU,
158675000,FGLTD03004,DIV475812,IDF ,IDF,ASS,
160017005,FGLTD01887,DIV435721,RDF ,RDF,ASS,
160510126,FGLTD02424,DIV475934,RDF ,OK,MU,
160674837,FGLTD03001,DIV475613,RDF ,OK,MU,
164354000,PUFGL00709,DIV475811,IDF,IDF,ASS,
164487000,FGLTD01612,DIV475811,RDF ,P,PROV,
165667000,PUFGL00993,DIV475612,RDF ,P,PROV,
166397000,FGLTD01795,DIV475931,RDF ,RDF,ASS,
166596000,PUFGL00848,DIV475814,RDF ,OK,MU,
167086000,PUFGL00428,DIV435722,RDF ,OK,MU,
167316000,PUFGL00824,DIV475813,RDF ,RDF,ASS,
169127000,PUFGL00257,DIV435733,IDF,IDF,ASS,
171696000,FGLTD03012,DIV475811,RDF ,OK,CEIL,
172710490,PUFGL01192,DIV475932,RDF ,P,PROV,
173186000,FGLTD03441,DIV475814,IDF ,IDF,ASS,
173377000,PUFGL00513,DIV475932,RDF ,P,PROV,
174177000,PUFGL00954,DIV475612,RDF ,P,PROV,
174608000,PUFGL01046,DIV475613,RDF ,P,PROV,
175596000,FGLTD02667,DIV475813,RDF ,RDF,ASS,
176078017,PUFGL00922,DIV475612,RDF ,RDF,ASS,
177357000,PUFGL00340,DIV435721,RDF ,RDF,ASS,
177657000,FGLTD01557,DIV475932,RDF,P,PROV,
180657000,PUFGL00760,DIV475812,RDF ,P,PROV,
182616000,FGLTD01660,DIV475814,IDF ,IDF,ASS,
183546000,FGLTD03203,DIV475813,RDF ,RDF,ASS,
184117080,FGLTD01808,DIV475934,RDF ,RDF,ASS,
184939537,PUFGL00368,DIV435722,RDF ,OK,MU,
185185000,FGLTD01998,DIV475935,IDF,IDF,ASS,
187009942,FGLTD02379,DIV475811,IDF,IDF,ASS,
188346000,FGLTD01582,DIV475613,RDF ,P,PROV,
188916522,FGLTD01815,DIV435711,RDF ,OK,MU,
189557000,PUFGL01064,DIV475613,RDF ,OK,MU,
190179189,FGLTD02658,DIV435731,RDF ,RDF,ASS,
190367000,FGLTD02471,DIV475814,IDF ,IDF,ASS,
191785000,PUFGL00733,DIV475812,RDF ,P,PROV,
192456000,PUFGL00784,DIV475812,RDF ,OK,MU,
193108000,PUFGL00802,DIV475813,RDF ,IDF,ASS,
193166000,FGLTD01182,DIV475813,RDF ,RDF,ASS,
193844573,PUFGL00258,DIV435733,RDF ,RDF,ASS,
195464405,PUFGL01034,DIV475613,RDF ,OK,MU,
196600167,PUFGL01125,DIV475614,RDF ,RDF,ASS,
196836000,FGLTD02755,DIV475811,RDF ,OK,MU,
197437000,PUFGL00848,DIV475814,IDF ,IDF,ASS,
198796000,PUFGL00845,DIV475814,IDF ,IDF,ASS,
199396000,PUFGL00845,DIV475814,IDF ,IDF,ASS,
199756000,FGLTD03004,DIV475812,IDF,IDF,ASS,
201802000,FGLTD01815,DIV435711,RDF ,OK,MU,
201840610,PUFGL00802,DIV475813,IDF,IDF,ASS,
202046000,PUFGL00568,DIV475934,RDF ,OK,CEIL,
202166000,PUFGL00589,DIV475934,IDF ,IDF,ASS,
202817000,FGLTD03001,DIV475613,RDF ,P,PROV,
203077000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
203354000,PUFGL00705,DIV475811,RDF,RDF,ASS,
203467000,PUFGL01056,DIV475613,RDF ,RDF,ASS,
203857000,FGLTD03004,DIV475812,IDF ,IDF,ASS,
203875000,PUFGL00506,DIV475932,RDF ,RDF,ASS,
204242163,FGLTD01157,DIV475611,RDF ,OK,MU,
204947000,PUFGL01151,DIV475614,RDF,P,PROV,
205747000,PUFGL00868,DIV475611,RDF ,OK,MU,
207308000,PUFGL00848,DIV475814,RDF ,RDF,ASS,
208326000,PUFGL00393,DIV435722,RDF ,OK,MU,
209886040,PUFGL00893,DIV475611,RDF ,OK,MU,
210285000,FGLTD02667,DIV475813,RDF ,RDF,ASS,
210440992,PUFGL00193,DIV435731,RDF ,P,PROV,
211386000,FGLTD02902,DIV475812,IDF ,IDF,ASS,
212187000,FGLTD02957,DIV475932,RDF ,OK,MU,
213765000,PUFGL00843,DIV475814,IDF ,IDF,ASS,
213976000,FGLTD02667,DIV475813,RDF ,RDF,ASS,
214986000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
215966000,FGLTD01186,DIV475813,RDF ,RDF,ASS,
216007000,FGLTD02974,DIV475614,RDF ,OK,MU,
216717000,FGLTD02612,DIV475812,RDF ,BR,MU,
216797000,PUFGL01003,DIV475612,RDF ,P,PROV,
217265000,FGLTD01962,DIV475812,RDF ,P,PROV,
217375000,FGLTD02379,DIV475811,IDF,IDF,ASS,
218075000,PUFGL00257,DIV435733,IDF ,IDF,ASS,
219118000,FGLTD03116,DIV475814,RDF ,RDF,ASS,
219808000,FGLTD01630,DIV475812,RDF ,P,PROV,
220959499,FGLTD02865,DIV435731,RDF ,OK,MU,
222575000,FGLTD02738,DIV435733,IDF ,IDF,ASS,
222687000,PUFGL00874,DIV475611,RDF ,RDF,ASS,
223146000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
223667000,PUFGL00901,DIV475611,RDF ,RDF,ASS,
224257000,PUFGL00416,DIV435722,RDF ,OK,MU,
224342363,FGLTD02438,DIV475611,RDF ,P,PROV,
224427000,PUFGL00893,DIV475611,RDF ,OK,MU,
225627000,FGLTD02471,DIV475814,IDF ,IDF,ASS,
225796000,PUFGL01001,DIV475612,RDF ,P,PROV,
226765000,FGLTD02471,DIV475814,IDF,IDF,ASS,
227297000,FGLTD02667,DIV475813,RDF ,RDF,ASS,
227504529,FGLTD02305,DIV475814,IDF ,IDF,ASS,
228236000,PUFGL00849,DIV475814,RDF ,RDF,ASS,
228765000,PUFGL00704,DIV475811,IDF ,IDF,ASS,
229118506,PUFGL00486,DIV475932,RDF ,RDF,ASS,
230467000,FGLTD02738,DIV435733,IDF ,IDF,ASS,
230489420,FGLTD01551,DIV475935,RDF ,OK,MU,
230975000,PUFGL00584,DIV475934,RDF ,OK,MU,
231674505,PUFGL00884,DIV475611,RDF ,RDF,ASS,
232257000,FGLTD01283,DIV475935,RDF ,P,PROV,
233985343,PUFGL00843,DIV475814,IDF ,IDF,ASS,
235272784,FGLTD02612,DIV475812,RDF ,RDF,ASS,
236077000,FGLTD03193,DIV475935,RDF ,OK,MU,
236336000,FGLTD03321,DIV475812,IDF ,RDF,ASS,
236504539,FGLTD02356,DIV475614,RDF ,P,PROV,
236686000,PUFGL01048,DIV475613,RDF ,RDF,ASS,
236697000,FGLTD02083,DIV475812,RDF ,RDF,ASS,
238917000,FGLTD01514,DIV475935,RDF,RDF,ASS,
239886000,FGLTD02540,DIV435731,RDF ,RDF,ASS,
239927000,FGLTD02918,DIV435733,RDF ,P,PROV,
239943473,PUFGL00113,DIV435732,RDF ,OK,MU,
240450028,PUFGL00722,DIV475811,RDF ,P,PROV,
240696000,FGLTD02753,DIV475811,RDF ,IDF,ASS,
241173294,FGLTD01258,DIV475932,RDF ,RDF,ASS,
242085000,FGLTD03203,DIV475813,RDF,RDF,ASS,
242647000,FGLTD03118,DIV475814,IDF ,IDF,ASS,
244765000,PUFGL01017,DIV475612,RDF ,RDF,ASS,
245204355,PUFGL00898,DIV475611,RDF ,RDF,ASS,
246387000,PUFGL00809,DIV475813,RDF ,OK,MU,
246467000,PUFGL00543,DIV475934,RDF ,RDF,ASS,
247336000,PUFGL00782,DIV475812,RDF ,OK,CEIL,
247377000,PUFGL00878,DIV475611,RDF ,RDF,ASS,
248207000,PUFGL00272,DIV435723,RDF ,P,PROV,
249175000,PUFGL00556,DIV475934,IDF ,IDF,ASS,
249484058,FGLTD02986,DIV435732,RDF ,OK,MU,
249797000,PUFGL00901,DIV475611,RDF ,OK,MU,
250285000,PUFGL00882,DIV475611,RDF ,P,PROV,
250318000,PUFGL01065,DIV475613,RDF ,OK,MU,
250442490,FGLTD03289,DIV475814,IDF ,IDF,ASS,
252512892,FGLTD03158,DIV475611,RDF ,OK,MU,
253257173,FGLTD02356,DIV475614,RDF ,P,PROV,
253454000,PUFGL00715,DIV475811,RDF ,RDF,ASS,
254454000,PUFGL00710,DIV475811,IDF ,IDF,ASS,
255027000,PUFGL00474,DIV475932,RDF ,OK,MU,
255547000,PUFGL00547,DIV475934,IDF,IDF,ASS,
255587000,FGLTD03351,DIV475932,RDF ,OK,MU,
257976000,PUFGL00462,DIV475931,RDF,RDF,ASS,
259057000,PUFGL01130,DIV475614,RDF ,RDF,ASS,
259118000,FGLTD02379,DIV475811,IDF ,IDF,ASS,
259370487,FGLTD02017,DIV435722,RDF ,OK,MU,
259564790,PUFGL00892,DIV475611,RDF ,RDF,ASS,
259993700,PUFGL00584,DIV475934,RDF ,RDF,ASS,
260509570,FGLTD02843,DIV475611,RDF ,P,PROV,
261085000,PUFGL00816,DIV475813,RDF ,RDF,ASS,
261633654,PUFGL00616,DIV475935,RDF ,RDF,ASS,
261646000,PUFGL00733,DIV475812,RDF ,OK,MU,
261665000,FGLTD02460,DIV475932,RDF,P,PROV,
261767000,PUFGL01144,DIV475614,RDF ,RDF,ASS,
262085000,PUFGL01117,DIV475614,RDF ,RDF,ASS,
262256000,FGLTD01630,DIV475812,RDF ,OK,MU,
262447631,PUFGL00388,DIV435722,RDF ,RDF,ASS,
262476000,PUFGL00552,DIV475934,IDF,IDF,ASS,
262567000,FGLTD01258,DIV475932,RDF ,RDF,ASS,
263587000,FGLTD02667,DIV475813,RDF ,RDF,ASS,
264717547,PUFGL01197,DIV475932,RDF ,RDF,ASS,
264760969,PUFGL00850,DIV475814,RDF ,RDF,ASS,
265117000,FGLTD02571,DIV435731,RDF ,OK,MU,
265327000,PUFGL00728,DIV475812,RDF,RDF,ASS,
265917000,PUFGL00782,DIV475812,RDF ,OK,MU,
267673632,FGLTD02755,DIV475811,RDF ,RDF,ASS,
268057000,PUFGL00816,DIV475813,RDF ,RDF,ASS,
268116000,FGLTD01630,DIV475812,RDF ,P,PROV,
268385000,FGLTD03116,DIV475814,IDF ,IDF,ASS,
270006000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
270619261,PUFGL01019,DIV475612,RDF ,OK,MU,
271746000,FGLTD03099,DIV475932,RDF ,OK,MU,
274454000,PUFGL00705,DIV475811,IDF,IDF,ASS,
275462575,PUFGL00573,DIV475934,RDF ,RDF,ASS,
276596000,FGLTD03295,DIV475814,IDF ,IDF,ASS,
276608000,PUFGL00761,DIV475812,RDF ,P,PROV,
277701036,FGLTD02580,DIV435713,RDF ,P,PROV,
278040232,FGLTD03295,DIV475814,IDF ,IDF,ASS,
278097000,PUFGL00792,DIV475812,IDF ,IDF,ASS,
278216000,PUFGL01138,DIV475614,RDF ,RDF,ASS,
278926283,PUFGL00731,DIV475812,RDF ,OK,MU,
279507000,PUFGL00993,DIV475612,RDF ,P,PROV,
280085000,PUFGL01034,DIV475613,RDF ,RDF,ASS,
282818000,PUFGL01201,DIV475932,RDF,RDF,ASS,
282927000,PUFGL00547,DIV475934,RDF ,RDF,ASS,
283787000,FGLTD02307,DIV475814,IDF ,IDF,ASS,
284707000,FGLTD02979,DIV435733,RDF ,P,PROV,
284917000,PUFGL00839,DIV475813,RDF ,RDF,ASS,
285215868,PUFGL00815,DIV475813,RDF ,RDF,ASS,
285454207,FGLTD01557,DIV475932,RDF ,P,PROV,
285536000,PUFGL00572,DIV475934,RDF ,RDF,ASS,
286267000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
287218000,PUFGL00328,DIV435721,RDF,P,PROV,
287707000,PUFGL00337,DIV435721,RDF ,P,PROV,
289136000,PUFGL00883,DIV475611,RDF ,OK,CEIL,
289294899,FGLTD03316,DIV475932,RDF ,OK,MU,
289317000,FGLTD02471,DIV475814,IDF ,IDF,ASS,
289385000,PUFGL00845,DIV475814,IDF ,IDF,ASS,
289927000,PUFGL00231,DIV435733,RDF,OK,MU,
291066000,PUFGL00790,DIV475812,RDF ,RDF,ASS,
292497000,PUFGL00352,DIV435721,RDF ,P,PROV,
292577000,FGLTD01660,DIV475814,IDF ,IDF,ASS,
293741093,FGLTD01630,DIV475812,RDF ,P,PROV,
296857000,PUFGL00547,DIV475934,RDF,OK,MU,
296965000,PUFGL01018,DIV475612,RDF ,P,PROV,
297065000,FGLTD01592,DIV475812,IDF ,IDF,ASS,
297247000,PUFGL00802,DIV475813,RDF ,IDF,ASS,
297385000,PUFGL01213,DIV475935,RDF ,OK,MU,
298575000,PUFGL00704,DIV475811,IDF,IDF,ASS,
299765000,PUFGL00699,DIV475811,IDF,IDF,ASS,
300296959,PUFGL00860,DIV475611,RDF ,OK,MU,
300636000,PUFGL00737,DIV475812,RDF ,RDF,ASS,
300756000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
303097000,PUFGL00731,DIV475812,RDF ,OK,MU,
303685000,PUFGL00888,DIV475611,RDF,TDMR,MU,
304877000,PUFGL00606,DIV475934,RDF ,OK,MU,
305986000,PUFGL00844,DIV475814,IDF ,IDF,ASS,
306385000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
306683752,PUFGL00868,DIV475611,RDF ,OK,MU,
307197000,FGLTD01188,DIV475813,RDF ,OK,MU,
307419350,PUFGL00200,DIV435731,IDF ,IDF,ASS,
307646000,PUFGL00831,DIV475813,RDF ,OK,MU,
308400959,FGLTD02658,DIV435731,RDF ,OK,MU,
309687000,FGLTD01671,DIV475814,IDF ,IDF,ASS,
309946000,PUFGL00746,DIV475812,RDF ,OK,MU,
310065000,FGLTD03289,DIV475814,IDF ,IDF,ASS,
310597000,FGLTD01671,DIV475814,IDF ,IDF,ASS,
311575000,FGLTD01244,DIV435722,RDF ,OK,MU,
312575000,FGLTD01661,DIV475814,IDF ,IDF,ASS,
312616000,PUFGL00843,DIV475814,IDF,IDF,ASS,
313445845,PUFGL00723,DIV475811,IDF ,IDF,ASS,
314046000,FGLTD02305,DIV475814,IDF,IDF,ASS,
316506836,FGLTD02460,DIV475932,RDF ,OK,MU,
316781289,FGLTD02471,DIV475814,IDF ,IDF,ASS,
317307000,PUFGL00199,DIV435731,RDF ,RDF,ASS,
317697000,PUFGL00749,DIV475812,IDF ,P,PROV,
318136000,PUFGL00188,DIV435731,RDF ,RDF,ASS,
318308000,FGLTD01654,DIV475814,IDF ,IDF,ASS,
318530798,PUFGL00568,DIV475934,RDF ,RDF,ASS,
319018000,PUFGL00809,DIV475813,RDF ,OK,MU,
319147000,PUFGL00893,DIV475611,RDF ,OK,MU,
320047000,FGLTD01592,DIV475812,IDF ,IDF,ASS,
320324663,PUFGL00547,DIV475934,RDF ,OK,MU,
320653139,FGLTD02986,DIV435732,RDF ,OK,MU,
320736000,PUFGL01047,DIV475613,RDF ,OK,MU,
321365000,PUFGL00761,DIV475812,IDF,IDF,ASS,
321546000,FGLTD01660,DIV475814,IDF ,IDF,ASS,
322096000,PUFGL00639,DIV475935,RDF ,RDF,ASS,
323003785,PUFGL00180,DIV435731,RDF ,RDF,ASS,
323266000,FGLTD02139,DIV475613,RDF ,RDF,ASS,
325485000,PUFGL01017,DIV475612,RDF ,RDF,ASS,
327421746,FGLTD02657,DIV435731,RDF ,RDF,ASS,
