acct_id,agent_id,div_code,division,curr_meter_read_remark,prev_meter_read_remark,prev_bill_basis
2429596000,FGLTD03316,DIV475932,RDF,RDF,ASS,
2429956000,PUFGL01117,DIV475614,RDF,RDF,ASS,
2430995062,PUFGL00623,DIV475935,RDF ,RDF,ASS,
2431218000,FGLTD01661,DIV475814,RDF ,RDF,ASS,
2431756000,PUFGL00682,DIV475811,IDF,RDF,ASS,
2431783332,FGLTD03001,DIV475613,RDF ,RDF,ASS,
2432287074,FGLTD03090,DIV435733,RDF ,BR,MU,
2433912000,FGLTD02775,DIV435713,RDF ,RDF,ASS,
2436106917,PUFGL01060,DIV475613,RDF ,OK,MU,
2436947209,FGLTD03116,DIV475814,IDF ,IDF,ASS,
2437297000,PUFGL00835,DIV475813,RDF ,IDF,ASS,
2438026000,PUFGL00836,DIV475813,RDF ,IDF,ASS,
2438377000,PUFGL00468,DIV475931,RDF ,RDF,ASS,
2439476000,PUFGL00790,DIV475812,IDF,RDF,ASS,
2439747000,PUFGL00257,DIV435733,IDF ,IDF,ASS,
2440286000,FGLTD02308,DIV475814,IDF ,IDF,ASS,
2440957000,PUFGL00830,DIV475813,RDF ,OK,MU,
2440990822,PUFGL00657,DIV475811,IDF ,IDF,ASS,
2441185000,PUFGL00704,DIV475811,IDF ,IDF,ASS,
2441246000,PUFGL00937,DIV475612,RDF ,P,PROV,
2442134307,PUFGL00530,DIV475934,RDF ,OK,MU,
2442337764,PUFGL00658,DIV475811,IDF ,IDF,ASS,
2443166000,FGLTD01582,DIV475613,RDF ,P,PROV,
2443226000,PUFGL00802,DIV475813,RDF ,IDF,ASS,
2444267289,FGLTD02571,DIV435731,IDF ,IDF,ASS,
2444416000,PUFGL00837,DIV475813,RDF ,RDF,ASS,
2445337000,PUFGL00548,DIV475934,RDF ,RDF,ASS,
2446884580,FGLTD01244,DIV435722,RDF ,RDF,ASS,
2447636000,PUFGL00555,DIV475934,RDF ,OK,MU,
2447777000,PUFGL00566,DIV475934,IDF ,IDF,ASS,
2447797000,FGLTD01557,DIV475932,RDF ,IDF,ASS,
2447877000,FGLTD03116,DIV475814,IDF ,IDF,ASS,
2447996000,PUFGL00592,DIV475934,RDF ,RDF,ASS,
2449356000,PUFGL00180,DIV435731,RDF ,RDF,ASS,
2449767000,PUFGL00776,DIV475812,RDF ,RDF,ASS,
2449877000,FGLTD01660,DIV475814,IDF ,IDF,ASS,
2451017000,PUFGL01028,DIV475613,RDF,RDF,ASS,
2452093033,PUFGL00815,DIV475813,RDF ,RDF,ASS,
2452706276,FGLTD03321,DIV475812,RDF ,P,PROV,
2452747000,PUFGL00621,DIV475935,RDF ,OK,MU,
2454475000,PUFGL00684,DIV475811,IDF,IDF,ASS,
2455266000,FGLTD01190,DIV475813,RDF ,RDF,ASS,
2456703749,PUFGL00848,DIV475814,IDF ,IDF,ASS,
2458008000,PUFGL00802,DIV475813,RDF ,IDF,ASS,
2458096000,PUFGL00761,DIV475812,IDF ,IDF,ASS,
2458490686,PUFGL01060,DIV475613,RDF ,P,PROV,
2458647000,PUFGL00847,DIV475814,RDF ,OK,MU,
2459137000,PUFGL00253,DIV435733,RDF ,P,PROV,
2459165000,PUFGL00915,DIV475612,RDF,P,PROV,
2459181161,PUFGL00817,DIV475813,RDF ,OK,MU,
2460218000,FGLTD02471,DIV475814,IDF,IDF,ASS,
2460796000,PUFGL00428,DIV435722,RDF ,OK,MU,
2460827298,PUFGL00859,DIV475611,RDF ,RDF,ASS,
2461037000,FGLTD03289,DIV475814,IDF ,IDF,ASS,
2461417000,FGLTD03294,DIV475814,IDF ,IDF,ASS,
2462567000,PUFGL01139,DIV475614,RDF ,P,PROV,
2462856000,PUFGL00860,DIV475611,RDF ,OK,MU,
2463077000,PUFGL00258,DIV435733,IDF,IDF,ASS,
2463147000,PUFGL00557,DIV475934,RDF ,RDF,ASS,
2463883753,PUFGL00513,DIV475932,RDF ,P,PROV,
2463927000,PUFGL00188,DIV435731,IDF,IDF,ASS,
2463997000,FGLTD01540,DIV475934,RDF ,RDF,ASS,
2464673952,FGLTD01661,DIV475814,IDF ,IDF,ASS,
2465175000,PUFGL00437,DIV435722,RDF ,OK,MU,
2465697000,PUFGL00995,DIV475612,RDF ,P,PROV,
2466567000,PUFGL01135,DIV475614,RDF ,P,PROV,
2469006010,PUFGL00830,DIV475813,RDF ,RDF,ASS,
2469526000,PUFGL01044,DIV475613,RDF,RDF,ASS,
2470197000,FGLTD02353,DIV475614,RDF ,RDF,ASS,
2470537000,FGLTD01188,DIV475813,RDF ,RDF,ASS,
2470967000,FGLTD03344,DIV475813,RDF ,RDF,ASS,
2471765000,PUFGL00919,DIV475612,RDF,OK,MU,
2472936000,PUFGL00676,DIV475811,RDF ,BR,MU,
2473018000,PUFGL00199,DIV435731,RDF ,OK,MU,
2474096000,FGLTD02787,DIV475935,RDF,RDF,ASS,
2474404628,PUFGL00860,DIV475611,RDF ,OK,MU,
2475475201,FGLTD02738,DIV435733,RDF ,OK,MU,
2476077000,FGLTD02929,DIV475814,IDF ,IDF,ASS,
2476661294,PUFGL00427,DIV435722,RDF ,RDF,ASS,
2477186000,PUFGL00848,DIV475814,IDF ,IDF,ASS,
2478377000,PUFGL00445,DIV475931,RDF ,OK,MU,
2479107000,PUFGL01060,DIV475613,RDF ,OK,MU,
2479121816,PUFGL00498,DIV475932,RDF,OK,MU,
2479797000,PUFGL00393,DIV435722,RDF,OK,MU,
2479849807,PUFGL00830,DIV475813,RDF ,OK,MU,
2481303466,FGLTD02929,DIV475814,IDF ,IDF,ASS,
2481756000,PUFGL00848,DIV475814,RDF ,P,PROV,
2482006188,FGLTD03390,DIV475811,IDF,IDF,ASS,
2482947698,FGLTD01757,DIV435712,RDF ,OK,MU,
2483637000,PUFGL00837,DIV475813,RDF ,RDF,ASS,
2483965000,PUFGL00705,DIV475811,RDF ,OK,MU,
2483967777,FGLTD03058,DIV475813,RDF ,RDF,ASS,
2484697000,PUFGL00746,DIV475812,IDF ,IDF,ASS,
2485736000,FGLTD02868,DIV435723,RDF,P,PROV,
2485796000,FGLTD03393,DIV475814,IDF ,IDF,ASS,
2487165000,PUFGL00336,DIV435721,RDF ,RDF,ASS,
2488847545,PUFGL00231,DIV435733,RDF ,BR,MU,
2488937000,PUFGL00763,DIV475812,IDF ,IDF,ASS,
2490208000,PUFGL00188,DIV435731,RDF ,RDF,ASS,
2490296000,FGLTD02460,DIV475932,RDF ,RDF,ASS,
2490675000,FGLTD02471,DIV475814,IDF ,IDF,ASS,
2491257000,FGLTD03193,DIV475935,IDF ,IDF,ASS,
2491817000,PUFGL00126,DIV435732,RDF ,RDF,ASS,
2496535696,FGLTD02460,DIV475932,RDF ,P,PROV,
2498184300,FGLTD02974,DIV475614,RDF ,RDF,ASS,
2498527000,PUFGL00325,DIV435721,RDF ,RDF,ASS,
2498827000,FGLTD02460,DIV475932,RDF ,P,PROV,
2499616000,FGLTD02695,DIV475811,IDF ,IDF,ASS,
2500908000,PUFGL00639,DIV475935,RDF,RDF,ASS,
2501916000,PUFGL00922,DIV475612,RDF ,RDF,ASS,
2503366000,PUFGL00878,DIV475611,RDF ,RDF,ASS,
2503426000,PUFGL01206,DIV475935,RDF ,RDF,ASS,
2504916000,PUFGL00444,DIV475931,RDF ,OK,MU,
2505167000,PUFGL00194,DIV435731,RDF ,RDF,ASS,
2505485000,FGLTD01770,DIV475814,IDF ,IDF,ASS,
2506061108,FGLTD03410,DIV475611,RDF ,OK,MU,
2506065000,PUFGL00865,DIV475611,RDF,TDMR,MU,
2507037000,PUFGL00851,DIV475814,IDF ,IDF,ASS,
2507796000,FGLTD03096,DIV435732,RDF ,OK,MU,
2509286000,FGLTD02139,DIV475613,RDF ,OK,CEIL,
2510086018,PUFGL00850,DIV475814,IDF ,IDF,ASS,
2512037769,FGLTD01395,DIV435732,RDF ,OK,MU,
2513185000,FGLTD03125,DIV475813,IDF ,IDF,ASS,
2513927000,PUFGL00869,DIV475611,RDF ,RDF,ASS,
2514327000,FGLTD03074,DIV475812,RDF ,OK,MU,
2514492621,PUFGL00437,DIV435722,RDF ,BR,MU,
2514588322,PUFGL00919,DIV475612,RDF ,OK,CEIL,
2515161520,FGLTD02305,DIV475814,IDF ,IDF,ASS,
2516497000,PUFGL00584,DIV475934,RDF ,RDF,ASS,
2516796000,FGLTD01661,DIV475814,IDF,IDF,ASS,
2517666000,FGLTD02611,DIV475812,RDF ,OK,MU,
2517715322,FGLTD03226,DIV475813,IDF,IDF,ASS,
2519867000,PUFGL00838,DIV475813,RDF ,RDF,ASS,
2520070223,PUFGL00937,DIV475612,RDF ,OK,MU,
2520308000,FGLTD02474,DIV475814,IDF ,IDF,ASS,
2521707000,PUFGL00576,DIV475934,RDF ,RDF,ASS,
2522186000,PUFGL00258,DIV435733,IDF,IDF,ASS,
2522207000,FGLTD01182,DIV475813,RDF ,RDF,ASS,
2522385000,PUFGL00592,DIV475934,RDF ,RDF,ASS,
2523247000,PUFGL01126,DIV475614,RDF ,RDF,ASS,
2524697000,PUFGL00606,DIV475934,RDF,RDF,ASS,
2526618000,FGLTD02658,DIV435731,RDF ,OK,MU,
2526916000,PUFGL00246,DIV435733,RDF ,BR,MU,
2527008000,FGLTD03227,DIV475813,RDF ,RDF,ASS,
2528077000,PUFGL01015,DIV475612,RDF ,RDF,ASS,
2528477000,PUFGL00416,DIV435722,RDF ,OK,MU,
2528915368,PUFGL00534,DIV475934,RDF ,OK,MU,
2529157000,FGLTD02948,DIV475811,IDF,IDF,ASS,
2529549864,PUFGL00951,DIV475612,RDF ,RDF,ASS,
2529956000,PUFGL00592,DIV475934,RDF ,RDF,ASS,
2530485000,FGLTD02929,DIV475814,IDF ,IDF,ASS,
2531876000,FGLTD02868,DIV435723,RDF ,P,PROV,
2533209607,PUFGL00491,DIV475932,RDF ,RDF,ASS,
2534182462,FGLTD02612,DIV475812,RDF ,BR,MU,
2534716000,PUFGL00545,DIV475934,RDF ,OK,MU,
2535616000,PUFGL00704,DIV475811,RDF ,RDF,ASS,
2536547000,PUFGL00188,DIV435731,RDF ,P,PROV,
2537347000,PUFGL00759,DIV475812,RDF ,OK,MU,
2537947294,PUFGL01218,DIV475935,RDF ,RDF,ASS,
2538775000,FGLTD01806,DIV475934,IDF ,IDF,ASS,
2539837000,FGLTD01264,DIV475612,RDF ,OK,MU,
2541207000,FGLTD01642,DIV475813,RDF ,RDF,ASS,
2541289071,FGLTD02238,DIV475932,RDF ,RDF,ASS,
2543366000,PUFGL00830,DIV475813,RDF ,OK,MU,
2543637000,FGLTD01513,DIV475935,RDF,RDF,ASS,
2545457000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
2545656000,FGLTD01264,DIV475612,RDF ,RDF,ASS,
2547476000,PUFGL00257,DIV435733,IDF,IDF,ASS,
2547777050,FGLTD02676,DIV475611,RDF ,P,PROV,
2548357000,PUFGL00886,DIV475611,RDF ,OK,MU,
2548796000,FGLTD02471,DIV475814,IDF,IDF,ASS,
2549627000,PUFGL00838,DIV475813,RDF,OK,MU,
2550857000,FGLTD01579,DIV475611,RDF ,OK,MU,
2550946000,FGLTD02929,DIV475814,IDF ,IDF,ASS,
2550987000,FGLTD03198,DIV475934,RDF,RDF,ASS,
2551122000,FGLTD01821,DIV435712,RDF ,OK,MU,
2551157000,FGLTD01183,DIV475813,RDF ,RDF,ASS,
2551376000,PUFGL00132,DIV435732,RDF,P,PROV,
2551857000,FGLTD02701,DIV435732,RDF ,RDF,ASS,
2552146000,FGLTD02695,DIV475811,IDF ,IDF,ASS,
2552165000,PUFGL00790,DIV475812,RDF ,RDF,ASS,
2552675000,FGLTD02929,DIV475814,IDF,IDF,ASS,
2554727000,PUFGL01208,DIV475935,RDF,RDF,ASS,
2555118000,PUFGL00704,DIV475811,IDF ,IDF,ASS,
2556737000,FGLTD03211,DIV435722,RDF ,RDF,ASS,
2556897000,FGLTD02025,DIV475934,RDF ,RDF,ASS,
2556997000,PUFGL00817,DIV475813,RDF ,RDF,ASS,
2559196000,PUFGL00933,DIV475612,RDF ,RDF,ASS,
2559396000,PUFGL00843,DIV475814,IDF ,IDF,ASS,
2560079573,PUFGL01103,DIV475614,RDF,RDF,ASS,
2560785000,FGLTD02808,DIV475934,RDF,RDF,ASS,
2560950715,PUFGL00888,DIV475611,RDF ,P,PROV,
2560966000,PUFGL00995,DIV475612,RDF ,P,PROV,
2561049684,FGLTD01258,DIV475932,RDF ,RDF,ASS,
2561085000,FGLTD02471,DIV475814,IDF ,IDF,ASS,
2564415633,FGLTD03116,DIV475814,IDF ,IDF,ASS,
2566221364,PUFGL01117,DIV475614,RDF ,RDF,ASS,
2566518000,PUFGL00554,DIV475934,IDF,IDF,ASS,
2566555128,FGLTD02471,DIV475814,IDF ,IDF,ASS,
2567887000,FGLTD01968,DIV475812,RDF ,RDF,ASS,
2568956000,PUFGL01095,DIV475614,RDF ,P,PROV,
2570396000,PUFGL00743,DIV475812,RDF ,P,PROV,
2571486000,PUFGL01113,DIV475614,RDF ,RDF,ASS,
2571987000,PUFGL00592,DIV475934,RDF ,RDF,ASS,
2572075000,PUFGL00394,DIV435722,RDF ,RDF,ASS,
2572318000,FGLTD03004,DIV475812,IDF ,IDF,ASS,
2573107000,PUFGL00761,DIV475812,RDF ,P,PROV,
2573365000,PUFGL01095,DIV475614,RDF ,P,PROV,
2573560063,PUFGL01114,DIV475614,RDF ,OK,MU,
2575002355,PUFGL00751,DIV475812,RDF ,OK,MU,
2575740159,FGLTD02308,DIV475814,IDF ,IDF,ASS,
2576117183,PUFGL00230,DIV435733,RDF,OK,MU,
2576216000,FGLTD02662,DIV475813,RDF ,RDF,ASS,
2576385000,PUFGL00850,DIV475814,IDF,IDF,ASS,
2576867000,PUFGL00418,DIV435722,RDF ,OK,MU,
2577147000,FGLTD02967,DIV475934,RDF ,RDF,ASS,
2577347000,PUFGL00674,DIV475811,IDF ,IDF,ASS,
2577717727,FGLTD02438,DIV475611,RDF ,P,PROV,
2577807000,PUFGL00593,DIV475934,RDF ,RDF,ASS,
2578465000,PUFGL00744,DIV475812,RDF ,P,PROV,
2580027000,FGLTD01188,DIV475813,RDF,RDF,ASS,
2580139870,FGLTD02658,DIV435731,RDF ,OK,MU,
2581027000,PUFGL00838,DIV475813,RDF ,RDF,ASS,
2581208000,FGLTD02197,DIV435731,RDF ,RDF,ASS,
2581768007,PUFGL00887,DIV475611,RDF ,BR,MU,
2583075000,FGLTD02586,DIV475611,RDF ,OK,MU,
2583426000,PUFGL00853,DIV475814,IDF ,IDF,ASS,
2583456000,PUFGL00790,DIV475812,RDF ,RDF,ASS,
2584667000,PUFGL01015,DIV475612,RDF ,P,PROV,
2584797288,FGLTD03310,DIV475613,RDF ,OK,MU,
2585277000,FGLTD03390,DIV475811,IDF ,IDF,ASS,
2585359286,PUFGL00595,DIV475934,RDF ,OK,MU,
2586095203,FGLTD02305,DIV475814,IDF ,IDF,ASS,
2587047000,PUFGL00888,DIV475611,RDF ,P,PROV,
2587375000,PUFGL00802,DIV475813,RDF ,RDF,ASS,
2588418000,FGLTD02748,DIV435732,RDF ,OK,CEIL,
2588501791,FGLTD03015,DIV475811,IDF,IDF,ASS,
2588586000,FGLTD02471,DIV475814,IDF ,IDF,ASS,
2588896000,PUFGL00869,DIV475611,RDF ,RDF,ASS,
2589086000,PUFGL00230,DIV435733,RDF ,RDF,ASS,
2589118000,FGLTD03116,DIV475814,IDF,IDF,ASS,
2589353147,PUFGL00476,DIV475932,IDF ,IDF,ASS,
2589618000,PUFGL00839,DIV475813,RDF,RDF,ASS,
2589995000,FGLTD01770,DIV475814,IDF ,IDF,ASS,
2592271065,FGLTD01534,DIV475935,RDF ,OK,MU,
2592717000,FGLTD01968,DIV475812,RDF,RDF,ASS,
2592955735,PUFGL00715,DIV475811,IDF ,IDF,ASS,
2594427000,PUFGL00915,DIV475612,RDF ,OK,MU,
2595066000,PUFGL00731,DIV475812,RDF ,RDF,ASS,
2595385000,PUFGL00843,DIV475814,IDF ,IDF,ASS,
2596186000,FGLTD03290,DIV475814,IDF ,IDF,ASS,
2596806191,FGLTD01182,DIV475813,RDF ,RDF,ASS,
2597117339,PUFGL00731,DIV475812,RDF ,OK,MU,
2597547000,PUFGL00891,DIV475611,RDF ,OK,MU,
2597696000,PUFGL00373,DIV435722,RDF,BR,MU,
2597885505,FGLTD03220,DIV475613,RDF ,OK,MU,
2598607000,PUFGL00760,DIV475812,RDF,OK,MU,
2599187000,PUFGL00462,DIV475931,RDF ,OK,MU,
2599587000,FGLTD01808,DIV475934,RDF ,RDF,ASS,
2599675000,FGLTD01966,DIV475812,IDF ,IDF,ASS,
2600408000,FGLTD02929,DIV475814,IDF ,IDF,ASS,
2600475000,FGLTD01938,DIV435723,RDF ,RDF,ASS,
2600756000,FGLTD01661,DIV475814,IDF,IDF,ASS,
2601217000,PUFGL00839,DIV475813,RDF,RDF,ASS,
2602085000,PUFGL00840,DIV475813,RDF ,P,PROV,
2602485000,FGLTD03118,DIV475814,IDF ,IDF,ASS,
2603177000,FGLTD02695,DIV475811,IDF,IDF,ASS,
2603335029,PUFGL00622,DIV475935,RDF ,RDF,ASS,
2604118000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
2604463000,PUFGL00501,DIV475932,RDF ,RDF,ASS,
2604737000,PUFGL00224,DIV435731,RDF,OK,CEIL,
2605267129,PUFGL00891,DIV475611,RDF ,OK,MU,
2606030011,FGLTD02238,DIV475932,RDF ,OK,MU,
2606277000,FGLTD01592,DIV475812,IDF ,IDF,ASS,
2607026000,PUFGL00920,DIV475612,RDF ,RDF,ASS,
2607648663,FGLTD02356,DIV475614,RDF ,P,PROV,
2608546000,PUFGL01056,DIV475613,RDF ,OK,MU,
2609208000,FGLTD03090,DIV435733,RDF ,OK,MU,
2609408000,PUFGL00764,DIV475812,IDF ,IDF,ASS,
2609536000,PUFGL00758,DIV475812,RDF ,OK,MU,
2609927000,PUFGL00995,DIV475612,RDF ,P,PROV,
2610485000,PUFGL00704,DIV475811,IDF ,IDF,ASS,
2611146000,PUFGL00946,DIV475612,RDF,RDF,ASS,
2611836000,PUFGL00732,DIV475812,RDF ,OK,MU,
2612508078,PUFGL00886,DIV475611,RDF ,OK,MU,
2612936000,PUFGL00513,DIV475932,RDF ,P,PROV,
2614118000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
2615847000,PUFGL00552,DIV475934,IDF,IDF,ASS,
2616480988,PUFGL00295,DIV435723,RDF ,OK,MU,
2617575000,PUFGL00844,DIV475814,IDF ,IDF,ASS,
2617670057,FGLTD02582,DIV435711,RDF ,RDF,ASS,
2617683038,PUFGL00744,DIV475812,RDF ,P,PROV,
2618021050,PUFGL00932,DIV475612,RDF ,RDF,ASS,
2619704813,FGLTD03133,DIV475812,RDF ,OK,MU,
2620180026,PUFGL00845,DIV475814,IDF ,IDF,ASS,
2620357000,PUFGL00450,DIV475931,RDF,P,PROV,
2621048885,PUFGL00212,DIV435731,RDF ,OK,MU,
2622186000,PUFGL00844,DIV475814,IDF ,IDF,ASS,
2622408000,PUFGL00536,DIV475934,RDF ,RDF,ASS,
2624077000,PUFGL00268,DIV435733,RDF ,OK,MU,
2625107000,PUFGL00954,DIV475612,RDF ,RDF,ASS,
2625121137,PUFGL00790,DIV475812,IDF ,IDF,ASS,
2626043975,PUFGL01130,DIV475614,RDF ,OK,MU,
2626407000,PUFGL00183,DIV435731,IDF ,IDF,ASS,
2626608000,PUFGL00743,DIV475812,IDF ,IDF,ASS,
2627792801,PUFGL00736,DIV475812,RDF ,OK,MU,
2628757000,PUFGL00543,DIV475934,RDF ,RDF,ASS,
2628787000,PUFGL00568,DIV475934,RDF,RDF,ASS,
2629054259,PUFGL01060,DIV475613,RDF ,OK,MU,
2629146000,PUFGL00526,DIV475934,RDF ,RDF,ASS,
2629326000,FGLTD01883,DIV435721,RDF ,P,PROV,
2630418000,PUFGL00476,DIV475932,RDF ,RDF,ASS,
2630818000,PUFGL00458,DIV475931,RDF ,OK,MU,
2630838956,PUFGL00987,DIV475612,RDF ,P,PROV,
2631665000,FGLTD02460,DIV475932,RDF ,P,PROV,
2631996000,PUFGL01047,DIV475613,RDF ,OK,MU,
2633308000,FGLTD02471,DIV475814,IDF ,IDF,ASS,
2633485000,FGLTD03116,DIV475814,IDF ,IDF,ASS,
2633986000,FGLTD02784,DIV435733,RDF ,RDF,ASS,
2634651323,PUFGL00110,DIV435732,RDF ,OK,MU,
2634942645,PUFGL00428,DIV435722,RDF ,RDF,ASS,
2635307000,PUFGL00648,DIV475935,RDF ,RDF,ASS,
2635847000,PUFGL00354,DIV435721,RDF ,OK,MU,
2636766600,PUFGL01151,DIV475614,RDF ,RDF,ASS,
2637167000,PUFGL00180,DIV435731,RDF ,RDF,ASS,
2637526000,PUFGL00584,DIV475934,RDF ,RDF,ASS,
2637968883,PUFGL00886,DIV475611,RDF ,OK,MU,
2638365000,PUFGL01004,DIV475612,RDF ,RDF,ASS,
2638376000,FGLTD01244,DIV435722,RDF ,OK,MU,
2638816000,PUFGL00868,DIV475611,RDF ,P,PROV,
2639026000,PUFGL01116,DIV475614,RDF ,RDF,ASS,
2639226000,PUFGL00676,DIV475811,IDF ,IDF,ASS,
2640257000,FGLTD03058,DIV475813,RDF,RDF,ASS,
2640318000,PUFGL00252,DIV435733,IDF ,IDF,ASS,
2640736000,PUFGL00830,DIV475813,RDF ,OK,MU,
2641127000,FGLTD02432,DIV435731,RDF ,OK,MU,
2641747000,PUFGL00844,DIV475814,RDF ,RDF,ASS,
2641957000,PUFGL00830,DIV475813,RDF ,OK,MU,
2642766000,PUFGL00584,DIV475934,RDF ,RDF,ASS,
2642807000,PUFGL00476,DIV475932,IDF ,IDF,ASS,
2644256000,PUFGL00121,DIV435732,RDF ,RDF,ASS,
2644777000,PUFGL00444,DIV475931,RDF ,RDF,ASS,
2645527000,FGLTD01630,DIV475812,RDF ,OK,MU,
2645637268,FGLTD02929,DIV475814,IDF ,IDF,ASS,
2645916646,PUFGL00202,DIV435731,RDF ,RDF,ASS,
2646665000,PUFGL00526,DIV475934,RDF ,RDF,ASS,
2646687000,PUFGL00251,DIV435733,RDF ,P,PROV,
2646727000,PUFGL00676,DIV475811,IDF ,IDF,ASS,
2647152359,PUFGL00393,DIV435722,RDF ,P,PROV,
2647647000,FGLTD02825,DIV475811,RDF ,RDF,ASS,
2648366000,FGLTD02219,DIV435731,RDF ,P,PROV,
2648527000,PUFGL00792,DIV475812,IDF ,IDF,ASS,
2649858536,PUFGL01123,DIV475614,RDF ,OK,MU,
2650363000,PUFGL00499,DIV475932,RDF ,RDF,ASS,
2650418000,PUFGL00994,DIV475612,RDF,OK,MU,
2651307000,FGLTD01594,DIV475812,IDF,IDF,ASS,
2651875000,PUFGL00883,DIV475611,RDF ,OK,MU,
2653416000,PUFGL00623,DIV475935,RDF ,OK,MU,
2653975000,PUFGL00860,DIV475611,RDF ,OK,MU,
2655347000,FGLTD02820,DIV475613,RDF ,OK,MU,
2655587000,FGLTD02695,DIV475811,IDF ,IDF,ASS,
2655966000,FGLTD03226,DIV475813,RDF ,RDF,ASS,
2656077000,FGLTD02305,DIV475814,IDF ,IDF,ASS,
2656197000,PUFGL00836,DIV475813,RDF ,OK,MU,
2657603333,FGLTD02478,DIV475611,RDF,OK,MU,
2659057000,PUFGL00848,DIV475814,IDF ,IDF,ASS,
2660037000,FGLTD03116,DIV475814,IDF ,IDF,ASS,
2660456000,PUFGL01039,DIV475613,RDF,OK,MU,
2660626000,PUFGL00259,DIV435733,IDF ,IDF,ASS,
2662247000,FGLTD02701,DIV435732,RDF ,RDF,ASS,
2662943686,FGLTD01813,DIV435711,RDF ,OK,MU,
2662996000,FGLTD01584,DIV475613,RDF ,OK,MU,
2664616000,FGLTD01660,DIV475814,IDF ,IDF,ASS,
2664775000,PUFGL00684,DIV475811,RDF ,P,PROV,
2666236000,PUFGL00121,DIV435732,RDF ,RDF,ASS,
2666486000,PUFGL00562,DIV475934,RDF ,RDF,ASS,
2667187000,PUFGL01125,DIV475614,RDF ,RDF,ASS,
2667747000,PUFGL00250,DIV435733,RDF ,P,PROV,
2667842964,PUFGL00365,DIV435722,RDF ,RDF,ASS,
2668137000,FGLTD02612,DIV475812,RDF ,RDF,ASS,
2669877000,FGLTD02929,DIV475814,IDF ,IDF,ASS,
2670356328,PUFGL00427,DIV435722,RDF ,OK,CEIL,
2671007000,PUFGL00901,DIV475611,RDF ,OK,MU,
2671037000,FGLTD03116,DIV475814,IDF ,IDF,ASS,
2671385000,FGLTD03388,DIV435722,RDF ,P,PROV,
2672037000,FGLTD01660,DIV475814,IDF,IDF,ASS,
2673465000,FGLTD01182,DIV475813,IDF ,IDF,ASS,
2673760765,PUFGL01010,DIV475612,RDF ,P,PROV,
2674947000,PUFGL00606,DIV475934,RDF ,RDF,ASS,
2675416000,FGLTD03410,DIV475611,RDF,OK,MU,
2677360406,FGLTD01540,DIV475934,RDF ,RDF,ASS,
2677667984,PUFGL01192,DIV475932,RDF ,RDF,ASS,
2678047000,FGLTD02246,DIV475932,RDF,RDF,ASS,
2678126000,FGLTD03015,DIV475811,IDF,IDF,ASS,
2678312000,FGLTD03111,DIV435711,RDF ,OK,MU,
2678837000,PUFGL00683,DIV475811,IDF ,IDF,ASS,
2679046000,FGLTD01661,DIV475814,IDF ,IDF,ASS,
2679347000,PUFGL00172,DIV435731,RDF ,RDF,ASS,
2679402878,PUFGL01107,DIV475614,RDF ,OK,CEIL,
2679576000,PUFGL00920,DIV475612,RDF ,RDF,ASS,
2679875000,PUFGL00790,DIV475812,RDF,RDF,ASS,
2679993041,PUFGL00968,DIV475612,RDF ,OK,MU,
2681007000,FGLTD01881,DIV435721,RDF,P,PROV,
2682014747,FGLTD02718,DIV475613,RDF ,RDF,ASS,
2685167000,PUFGL00587,DIV475934,RDF ,RDF,ASS,
2685739609,FGLTD02650,DIV475613,RDF,RDF,ASS,
2686717000,PUFGL00859,DIV475611,RDF ,OK,MU,
2687065244,FGLTD03160,DIV475611,RDF ,OK,MU,
2687275000,PUFGL00204,DIV435731,RDF ,RDF,ASS,
2687647000,FGLTD03289,DIV475814,IDF ,IDF,ASS,
2688062460,FGLTD01867,DIV435713,RDF ,OK,MU,
2688475000,PUFGL00366,DIV435722,RDF ,P,PROV,
2688647000,FGLTD01661,DIV475814,IDF ,IDF,ASS,
2692642871,FGLTD02424,DIV475934,RDF ,OK,MU,
2694237000,PUFGL00512,DIV475932,RDF ,P,PROV,
2694267000,FGLTD03116,DIV475814,IDF ,IDF,ASS,
2695067000,FGLTD01189,DIV475813,RDF ,OK,MU,
2695865000,PUFGL00764,DIV475812,IDF ,IDF,ASS,
2696647000,FGLTD02489,DIV475814,IDF ,IDF,ASS,
2697677000,FGLTD03203,DIV475813,RDF,RDF,ASS,
2698175000,PUFGL00607,DIV475934,RDF ,OK,MU,
2698317000,FGLTD03118,DIV475814,IDF ,IDF,ASS,
2699146000,PUFGL00729,DIV475812,RDF ,OK,MU,
2699577000,PUFGL00204,DIV435731,IDF ,IDF,ASS,
2699896000,PUFGL00792,DIV475812,IDF ,IDF,ASS,
2700388512,FGLTD03203,DIV475813,RDF ,RDF,ASS,
2700636000,PUFGL00548,DIV475934,RDF ,RDF,ASS,
2701177000,FGLTD02929,DIV475814,IDF ,IDF,ASS,
2701414598,FGLTD02667,DIV475813,RDF ,RDF,ASS,
2702827000,FGLTD03125,DIV475813,RDF ,IDF,ASS,
2703208000,PUFGL00224,DIV435731,RDF ,RDF,ASS,
2703986000,FGLTD03289,DIV475814,IDF,IDF,ASS,
2704118000,FGLTD01654,DIV475814,IDF ,IDF,ASS,
2704397000,FGLTD02667,DIV475813,RDF ,RDF,ASS,
