div_code,agent_id,latitude,longitude,total_bills
DIV435723,PUFGL00280,26.4364111,83.1575267,11
DIV435723,PUFGL00280,26.4364112,83.1575271,11
DIV435723,PUFGL00292,26.6070864,83.2378991,28
DIV435723,PUFGL00292,26.6069125,83.2381037,24
DIV435723,PUFGL00292,26.6070127,83.2380124,11
DIV435723,PUFGL00292,26.6071271,83.2382776,11
DIV435723,PUFGL00303,26.3454597,83.3507103,146
DIV435723,PUFGL00303,26.3506284,83.3542228,91
DIV435723,PUFGL00303,26.3526269,83.3516679,56
DIV435723,PUFGL00303,26.3490783,83.3561917,40
DIV435723,PUFGL00303,26.343741,83.3528322,39
DIV435723,PUFGL00303,26.3506913,83.3520781,37
DIV435723,PUFGL00303,26.3435798,83.3533465,37
DIV435723,PUFGL00303,26.3446557,83.3508073,36
DIV435723,PUFGL00303,26.3516326,83.3521586,24
DIV435723,PUFGL00303,26.3464057,83.3500767,23
DIV435723,PUFGL00303,26.3503604,83.354392,20
DIV435723,PUFGL00303,26.3506017,83.3547217,19
DIV435723,PUFGL00303,26.3411812,83.3610868,16
DIV435723,PUFGL00303,26.3428251,83.3541893,11
DIV435723,PUFGL00307,26.4323768,83.3028363,40
DIV435723,PUFGL00307,26.4323768,83.3028365,16
DIV435723,PUFGL00307,26.4323769,83.3028368,15
DIV435723,PUFGL00307,26.4323768,83.3028366,15
DIV435723,PUFGL00307,26.4323768,83.3028364,14
DIV435723,PUFGL00307,26.4323769,83.3028367,12
DIV435723,PUFGL00307,26.4323771,83.302837,11
DIV435723,PUFGL00307,26.432377,83.3028366,11
DIV435723,PUFGL00307,26.4323771,83.3028371,11
DIV435723,PUFGL00307,26.4323777,83.3028369,10
DIV435723,PUFGL00307,26.4323769,83.3028364,10
DIV435731,FGLTD01309,26.7776658,83.4035154,10
DIV435731,FGLTD01678,26.7728714,83.2788404,14
DIV435731,FGLTD01678,26.7728714,83.2788403,11
DIV435731,FGLTD02282,26.7308433,83.5046833,25
DIV435731,FGLTD02282,26.730835,83.504665,20
DIV435731,FGLTD02282,26.7450467,83.4184565,11
DIV435731,FGLTD02654,26.9507082,83.6076645,11
DIV435731,FGLTD03150,26.7341694,83.4956945,20
DIV435731,FGLTD03150,26.7341693,83.4956986,16
